artist,genre,averagePopularity,popularityTier
Poppy Baskcomb,groove,63.0,6
Population One,detroit-techno,4.0,0
Porcelain Black,industrial,47.5,4
Porcupine Tree,alt-rock,53.333333333333336,5
Porcupine Tree,alternative,53.0,5
Porcupine Tree,metal,51.6,5
Porfi Baloa,salsa,28.666666666666668,2
Porky Paul,drum-and-bass,27.0,2
PornoGraffitti,j-pop,41.166666666666664,4
PornoGraffitti,j-rock,37.9,3
Pornofilmy,punk,54.5,5
Pornofilmy,punk-rock,52.333333333333336,5
Porsche Love,sad,35.4,3
Porta,spanish,28.310344827586206,2
Porter Robinson,drum-and-bass,48.0,4
Porter Robinson,dub,52.958333333333336,5
Porter Robinson,dubstep,51.53333333333333,5
Porter Robinson,edm,73.0,7
Porter Robinson,electro,73.0,7
Porter Robinson,house,73.0,7
Porter Robinson,progressive-house,59.2,5
Portishead,electronic,33.75,3
Portishead,trip-hop,46.26315789473684,4
Portrayal of Guilt,black-metal,20.0,2
Portugal No Beat,brazil,46.0,4
Portugal No Beat,funk,46.0,4
Porty,emo,34.0,3
Porya Hatami,iranian,10.04,1
Posaunenquintett Berlin,classical,0.0,0
Posaunenquintett Berlin,german,0.0,0
Poshlaya Molly,electronic,52.21052631578947,5
Possessed by Paul James,blues,35.0,3
Possessed by Paul James,garage,30.75,3
Post Animal,garage,39.0,3
Post Animal,psych-rock,39.0,3
Post Malone,dance,1.0,0
Post Malone,edm,72.0,7
Post Malone,electronic,38.0,3
Post Malone,hip-hop,1.0,0
Post Malone,house,72.0,7
Post Malone,soul,13.5,1
Post Malone,trance,58.75,5
Postcards & Polaroids,acoustic,45.0,4
Posthuman,idm,10.666666666666666,1
Potential Badboy,drum-and-bass,18.0,1
Potyguara Bardo,club,21.0,2
Pouca Vogal,brazil,48.0,4
Pouca Vogal,folk,48.0,4
Poupie,french,32.5,3
Pouya Pour-Amin,iranian,0.0,0
Power From Hell,black-metal,17.666666666666668,1
Power Glove,club,38.0,3
Power Play,disco,30.5,3
Power Station,mandopop,51.0,5
Powerman 5000,industrial,29.272727272727273,2
Powernerd,club,28.5,2
Powfu,chill,50.666666666666664,5
Powfu,emo,53.6,5
Powfu,sad,51.62686567164179,5
Powlatzki,iranian,0.0,0
Pr. Júlio Ribeiro,gospel,39.0,3
Pr. Lucas,brazil,45.0,4
Pr. Lucas,gospel,41.2,4
Pr. Rodrigo Soeiro,gospel,38.0,3
Prabh Deep,electro,43.0,4
Prabh Deep,electronic,31.61111111111111,3
Prabh Deep,indian,42.25,4
Prabh Deep,indie,43.0,4
Prabh Gill,hip-hop,57.0,5
Prabha,malay,27.0,2
Pradeep Kumar,pop,66.0,6
Pradeep Kumar,pop-film,60.25,6
Pradeep,pop-film,61.0,6
Pradyot De,classical,33.0,3
Pragathi Band,malay,18.0,1
Pragathi Guruprasad,hip-hop,61.0,6
Pragati Joshi,folk,34.0,3
Prakash Alex,indie-pop,41.0,4
Prakash Alex,malay,21.0,2
Prakash Kumbhar,samba,30.0,3
Prakriti Kakar,k-pop,58.0,5
Prakriti Kakar,pop-film,59.5,5
Pranav Das,indie,61.0,6
Pranav Das,indie-pop,61.0,6
Pranay.M. Rijia,indian,44.0,4
Pranish VP,indian,48.875,4
Prasad Gaitonde,electronic,25.0,2
Prasad Sawkar,classical,33.0,3
Prasad,malay,20.0,2
Prasanna,classical,45.0,4
Prasanna,indian,45.0,4
Prashan Sean,hip-hop,63.0,6
Prashan Sean,malay,44.0,4
Prashant Katheriya,pop,66.5,6
Prashant Soni,singer-songwriter,38.5,3
Prashant Soni,songwriter,38.5,3
Prashanth R Vihari,indie,56.0,5
Prashanthini,pop,65.0,6
Prashanthini,pop-film,63.333333333333336,6
Prasoon Joshi,folk,41.0,4
Prasoon Joshi,pop,68.0,6
Prasoon Joshi,pop-film,65.0,6
Prateek Kuhad,folk,44.292682926829265,4
Prateek Kuhad,indian,52.53846153846154,5
Prateek Kuhad,indie,52.166666666666664,5
Prateek Kuhad,indie-pop,48.193548387096776,4
Prateek Kuhad,pop,70.0,7
Prateek Kuhad,pop-film,70.0,7
Prateek Kuhad,rock,54.0,5
Prateek Kuhad,singer-songwriter,44.28846153846154,4
Prateek Kuhad,songwriter,44.28846153846154,4
Pratibha Singh Baghel,pop-film,60.0,6
Pratik Studio,pop,68.0,6
Pratsofficial,pop,69.0,6
Praveen,ambient,2.0,0
Praveen,idm,5.5,0
Preben Kristensen,disney,24.0,2
Precision Productions,dancehall,27.0,2
Predator,happy,19.2,1
Predella,brazil,45.0,4
Preet Hundal,hip-hop,61.0,6
Pregador Luo,brazil,46.5,4
Pregador Luo,funk,46.5,4
Pregador Luo,gospel,43.8,4
Pregador Luo,groove,24.0,2
Prem & Hardeep,pop,69.0,6
Prem Dhillon,pop,69.5,6
Prem Jogi,folk,45.0,4
Prem Jogi,indian,45.0,4
Preme,edm,72.0,7
Preme,house,72.0,7
Preme,trance,58.75,5
Premgi Amaren,k-pop,48.75,4
Premgi Amaren,pop-film,59.0,5
Prem,k-pop,48.666666666666664,4
Preschool Popstars,kids,16.0,1
Prescient Liquids,sleep,62.0,6
Presence,chill,56.666666666666664,5
Presence,sad,55.0,5
Pressure,dub,27.0,2
Presto?,grindcore,13.0,1
Preston Sadleir,show-tunes,28.0,2
Preston,idm,18.5,1
Presuntos Implicados,spanish,27.0,2
Preta Gil,mpb,39.0,3
Preta Gil,samba,37.0,3
Pretenders,folk,0.0,0
Preto no Branco,gospel,39.0,3
Preto no Branco,groove,34.1,3
Preto no Branco,r-n-b,41.0,4
Prezioso,dance,80.0,8
Prezioso,edm,80.0,8
Prezioso,house,80.0,8
Prezioso,progressive-house,58.0,5
Prick,industrial,21.0,2
Prides,drum-and-bass,16.0,1
Priest,industrial,22.666666666666668,2
Priest,synth-pop,22.8,2
Prigida,french,55.0,5
Prim4l,singer-songwriter,39.0,3
Prim4l,songwriter,39.0,3
Primer 55,industrial,57.0,5
Primero,french,33.0,3
Primeshock,hardstyle,19.0,1
Primi Cruz,salsa,29.0,2
Primordial,black-metal,17.7,1
Prince Daddy & the Hyena,emo,32.0,3
Prince Fatty,dub,43.0,4
Prince Fox,dub,51.0,5
Prince Fox,dubstep,51.0,5
Prince George,malay,23.0,2
Prince George,pop-film,56.0,5
Prince Paul,trip-hop,17.0,1
Prince Royce,latin,0.0,0
Prince Royce,latino,0.0,0
Prince Royce,reggae,0.0,0
Prince Royce,reggaeton,0.0,0
Prince Swanny,dancehall,28.333333333333332,2
Prince Swanny,j-dance,19.0,1
Prince of Falls,soul,57.0,5
Princess Chelsea,indie-pop,64.0,6
Princess Javel,german,42.0,4
Princess Nokia,alternative,66.0,6
Prince,funk,75.0,7
Principal,afrobeat,20.0,2
Prins Thomas,breakbeat,11.0,1
Prins Thomas,trip-hop,18.0,1
Prinx Emmanuel,afrobeat,44.0,4
Prinz Pi,german,39.0,3
Prinz,chill,70.0,7
Priscila Lopes,gospel,38.0,3
Priscila Senna,forro,42.166666666666664,4
Priscila Senna,sertanejo,53.0,5
Priscila Tossan,mpb,39.0,3
Priscilla Abby,malay,58.0,5
Priscilla Abby,mandopop,58.0,5
Priscilla Ahn,acoustic,50.666666666666664,5
Priscilla Alcantara,funk,44.5,4
Priscilla Alcantara,gospel,41.0,4
Priscilla Chan,cantopop,40.6,4
Prison Affair,garage,27.0,2
Pritam,dance,56.0,5
Pritam,edm,56.0,5
Pritam,electro,56.0,5
Pritam,folk,47.0,4
Pritam,hip-hop,65.0,6
Pritam,house,56.0,5
Pritam,indian,53.138263665594856,5
Pritam,pop,70.5,7
Pritam,pop-film,64.18181818181819,6
Pritam,progressive-house,56.0,5
Prithivee,k-pop,49.0,4
Private Function,garage,27.333333333333332,2
Prix 06,salsa,37.0,3
Priya Andrews,pop,64.0,6
Priya Andrews,pop-film,64.0,6
Priya Hemesh,k-pop,50.2,5
Priya Hemesh,pop-film,57.75,5
Priya Saraiya,folk,34.0,3
Priya Saraiya,hip-hop,60.0,6
Priya Saraiya,pop,71.0,7
Priya Saraiya,pop-film,59.0,5
Priya Sisters,classical,37.0,3
Priya Sisters,indian,43.0,4
Priyadharshini,k-pop,52.0,5
Priyashankari,malay,56.0,5
Prizm,drum-and-bass,18.0,1
ProbCause,trip-hop,46.0,4
Processor,club,16.0,1
Procol Harum,blues,68.0,6
Procol Harum,british,68.0,6
Procol Harum,psych-rock,68.0,6
Prodigy,hardcore,0.0,0
Produto Nacional,dub,28.0,2
Proem,idm,11.833333333333334,1
Prof. Brian Cox,breakbeat,12.0,1
Professor Elemental,comedy,24.5,2
Professor Green,drum-and-bass,18.0,1
Program2,deep-house,46.0,4
Program2,minimal-techno,46.0,4
Program2,techno,46.0,4
Project 1,hardstyle,27.0,2
Project 5,breakbeat,10.0,1
Project AER,ambient,16.181818181818183,1
Project AER,guitar,20.333333333333332,2
Project Grand Slam,jazz,38.0,3
Project Malabaricus,malay,33.666666666666664,3
Project Omeaga,industrial,28.0,2
Project One,hardstyle,20.0,2
Project Pitchfork,industrial,26.0,2
Project46,hard-rock,37.0,3
Project46,hardcore,32.75,3
Project46,metalcore,31.0,3
Projeto Norte,gospel,41.5,4
Projeto Norte,mpb,41.5,4
Projeto Vida Nova de Irajá,gospel,43.0,4
Projexx,dancehall,62.0,6
Projexx,j-dance,44.0,4
Projota,brazil,38.625,3
Projota,j-rock,43.0,4
Projota,r-n-b,38.90909090909091,3
Prolix,drum-and-bass,15.0,1
"Promises, Promises Ensemble (2010)",show-tunes,22.0,2
Promoe,dancehall,29.0,2
Promoting Sounds,emo,51.733333333333334,5
Promoting Sounds,sad,51.875,5
Promo,happy,23.333333333333332,2
Promo,hardcore,29.333333333333332,2
Promo,idm,12.0,1
Promo,industrial,27.4,2
Promo,techno,28.25,2
Prompto,sad,60.666666666666664,6
Prong,groove,27.0,2
Prong,industrial,27.5,2
Pronobozo,breakbeat,26.5,2
Propaganda,synth-pop,24.0,2
Propagandhi,hardcore,32.0,3
Propagandhi,ska,32.0,3
Propellerheads,breakbeat,25.066666666666666,2
Propellerheads,trip-hop,36.8,3
Prosper,breakbeat,15.0,1
Protassov,trip-hop,30.5,3
Protest The Hero,hardcore,31.0,3
Protest The Hero,metalcore,28.333333333333332,2
Protex,garage,25.5,2
Protiva,emo,37.0,3
Protohype,breakbeat,14.0,1
Protoje,dancehall,55.0,5
Protomartyr,garage,26.0,2
Protomartyr,psych-rock,26.0,2
Protostar,drum-and-bass,18.0,1
Protostar,happy,40.0,4
Proxy,club,42.0,4
Proyecto A,salsa,28.0,2
Proyecto Gomez Casa,electronic,33.0,3
Prudence Liew,cantopop,23.0,2
Prudence,electronic,51.0,5
Prudhvi Chandra,hip-hop,57.0,5
Pryce Wayne,j-dance,21.0,2
PsiloCybian,electronic,27.0,2
Psirico,forro,40.25,4
Psirico,funk,44.0,4
Psirico,pagode,44.0,4
PsoGnar,dub,42.0,4
PsoGnar,dubstep,42.0,4
Pst/Q,goth,24.666666666666668,2
Psyche/BFC,detroit-techno,8.714285714285714,0
Psychedelic Porn Crumpets,garage,52.0,5
Psycho Rhyme,emo,36.333333333333336,3
Psychograss,bluegrass,23.0,2
Psychomantra,malay,35.44444444444444,3
Psychonaut 4,black-metal,36.333333333333336,3
Psychostick,industrial,24.09090909090909,2
Psyclon Nine,industrial,26.0,2
Psyko Punkz,hardstyle,22.0,2
Pt. Jitender Abhisheki,classical,35.0,3
Ptazeta,latin,1.75,0
Ptazeta,spanish,16.8,1
Public Enemy,alt-rock,0.0,0
Public Enemy,breakbeat,19.0,1
Public Enemy,hard-rock,0.0,0
Public Enemy,hardcore,0.0,0
Public Enemy,metal,0.0,0
Public Library Commute,chill,56.0,5
Public Service Broadcasting,psych-rock,27.0,2
Puchi Colon,salsa,30.0,3
Puddle Of Mudd,grunge,55.4,5
Puddle Of Mudd,metal,65.0,6
Puff Daddy,hardcore,0.0,0
Puja Purad,k-pop,57.0,5
Pulp,alt-rock,0.0,0
Pulp,r-n-b,0.0,0
Pulse Mandala,ambient,27.0,2
Pulsedriver,german,0.0,0
Puls,german,43.0,4
Pumpkin,spanish,27.0,2
Punch Brothers,bluegrass,22.142857142857142,2
Punch,k-pop,66.25,6
Punctual,edm,73.0,7
Punctual,house,73.0,7
Puneet Sikka,classical,31.0,3
Puneeth Rudranag,ambient,50.0,5
Punit Singh,indian,53.0,5
Punitha Raja,malay,37.5,3
Pupy Santiago,salsa,27.0,2
Purbayan Chatterjee,classical,34.0,3
Purcell Choir,opera,20.0,2
Pure Negga,spanish,31.0,3
Purge,grindcore,14.0,1
Puro Suco,brazil,46.5,4
Purple Bike,study,37.0,3
Purple Disco Machine,deep-house,54.35294117647059,5
Purple Disco Machine,disco,59.0,5
Purple Disco Machine,groove,60.0,6
Purple Disco Machine,hip-hop,4.0,0
Purple Disco Machine,house,60.0,6
Purple Disco Machine,piano,0.0,0
PurpleTheBlue,anime,52.0,5
Purples,gospel,40.0,4
Purples,groove,28.304347826086957,2
Purrple Cat,chill,51.0,5
Pur,german,0.0,0
Puscifer,industrial,22.25,2
Push Button Objects,idm,10.0,1
Pusha T,alternative,63.0,6
Pusha T,grunge,63.0,6
Pusha T,metal,63.0,6
Pushpa Sriram,k-pop,44.0,4
Pushpavanam Kuppusamy,pop-film,56.0,5
Push,trance,42.0,4
Putri,punk,49.0,4
Puzzle,garage,58.0,5
Pyko Fatal,emo,37.0,3
Pyotr Ilyich Tchaikovsky,classical,1.763157894736842,0
Pyotr Leshchenko,romance,7.2,0
Pyramid,french,51.0,5
Pyrokine,trance,18.0,1
Pysh,techno,35.0,3
Pyt Ny,club,16.666666666666668,1
Péricles,brazil,47.0,4
Péricles,mpb,41.5,4
Péricles,pagode,45.47727272727273,4
Péricles,samba,40.0,4
Péricles,sertanejo,54.0,5
Pé,iranian,0.0,0
Pêpa Beatmaker,funk,50.0,5
Q*Ball,trip-hop,18.0,1
Q-Tip,hardcore,0.0,0
QARAN,pop,66.5,6
QFX,happy,17.0,1
QUEEN BEE,anime,59.0,5
QUEEN BEE,j-dance,35.42857142857143,3
QUEEN BEE,j-pop,59.0,5
QUEEN BEE,j-rock,52.0,5
QUIN,indie,56.0,5
QUITAPENAS,afrobeat,22.0,2
QUIX,dub,44.5,4
QUIX,dubstep,44.5,4
QUIZZO,groove,50.0,5
Qadir Khan,indian,58.0,5
Qadir Khan,pop,66.0,6
Qadir Khan,pop-film,63.0,6
Qaos,hardstyle,20.0,2
Qasim Naqvi,idm,11.5,1
Qawwali,folk,37.0,3
Qnc,trip-hop,50.0,5
Qoiet,dub,47.0,4
Qoiet,dubstep,47.0,4
Qqbbg,club,19.0,1
Qriminal,hardstyle,22.0,2
Quada,dancehall,27.0,2
Quada,j-dance,24.0,2
Quadro Nuevo,tango,17.8,1
Quantic and His Combo Barbaro,trip-hop,21.0,2
Quantic,afrobeat,18.0,1
Quantic,trip-hop,29.45,2
Quantum,trance,35.0,3
Quarterhead,deep-house,49.5,4
Quarteto Em Cy,guitar,23.0,2
Quartetto Italiano,classical,3.0,0
Quatro por Um,gospel,40.0,4
Quatuor Zaïde,french,31.0,3
Quatuor Zaïde,opera,28.142857142857142,2
Quatuor Zaïde,tango,16.0,1
Quavo,edm,59.0,5
Quavo,hip-hop,2.3333333333333335,0
Quavo,house,59.0,5
Quavo,pop,0.0,0
Quavo,reggae,2.0,0
Quavo,reggaeton,2.0,0
Que Fieri,dubstep,44.0,4
Queen D,french,63.5,6
Queen D,house,71.0,7
Queen Ifrica,dancehall,26.0,2
Queen Latifah,j-pop,41.0,4
Queen Latifah,new-age,28.2,2
Queen Millz,drum-and-bass,52.0,5
Queen Naija,dancehall,55.0,5
Queen Omega,breakbeat,12.0,1
Queen Pen,j-dance,77.0,7
Queen Pen,j-pop,77.0,7
Queen Pen,r-n-b,77.0,7
Queen Pen,soul,77.0,7
Queen Wei,mandopop,24.0,2
Queens of the Stone Age,alt-rock,0.0,0
Queens of the Stone Age,alternative,0.0,0
Queens of the Stone Age,blues,50.75,5
Queens of the Stone Age,metal,46.666666666666664,4
Queens of the Stone Age,r-n-b,36.0,3
Queens of the Stone Age,rock,0.0,0
Queensrÿche,hard-rock,63.0,6
Queensway,hardcore,29.0,2
Queens,minimal-techno,18.0,1
Queen,rock,53.22222222222222,5
Quench,idm,9.0,0
Quentin Earl Darrington,show-tunes,24.0,2
Querox,german,49.0,4
Querox,trance,46.5,4
Quest!on? Mark,study,18.0,1
Quest,disco,31.0,3
Ques,hardstyle,25.0,2
Queta Garay,rock-n-roll,31.0,3
Quetschn Academy,disco,31.0,3
Quetschn Academy,party,29.5,2
Quevedo,hip-hop,99.0,9
Quicksand,grunge,26.333333333333332,2
Quicksilver Messenger Service,garage,0.0,0
Quicksilver Messenger Service,psych-rock,0.0,0
Quiet Gaze,piano,42.0,4
Quiet Riot,hard-rock,72.0,7
Quiet Village,trip-hop,17.0,1
Quilapayún,electronic,35.0,3
Quincas Moreira,r-n-b,44.0,4
Quincas,r-n-b,43.0,4
Quincy Jones,disco,1.0,0
Quincy Jones,funk,1.0,0
Quincy Jones,soul,1.0,0
Quinn Golden,blues,37.5,3
Quinn Joshua,sleep,58.0,5
Quinn XCII,dub,51.0,5
Quinn XCII,dubstep,51.0,5
Quinn XCII,electronic,63.0,6
Quinn XCII,indie-pop,67.0,6
Quinn XCII,progressive-house,63.0,6
Quinteto Negro La Boca,tango,16.0,1
Quinteto Pirincho,tango,19.0,1
Quinteto Real,tango,16.0,1
Quinteto S.A.,pagode,46.6,4
Quintette du Hot Club de France,guitar,53.0,5
Quintino,edm,57.0,5
Quintino,electro,57.0,5
Quintino,house,57.0,5
Quintino,progressive-house,47.0,4
Quinto Mayor,salsa,30.0,3
Quinze,club,37.0,3
Quique Neira,dancehall,32.0,3
Quique Neira,ska,40.0,4
Quique Neira,spanish,27.0,2
Quique Rangel,ska,34.0,3
Qujila Yoluno Machi,j-rock,38.0,3
Quratulain Balouch,indian,47.0,4
Quratulain Balouch,indie,47.0,4
Quratulain Balouch,indie-pop,47.0,4
Québec Redneck Bluegrass Project,punk,39.44444444444444,3
Qvckslvr,progressive-house,0.0,0
Qveen Herby,alternative,64.0,6
Qyubi,afrobeat,19.0,1
R-Ash,turkish,39.0,3
R. Carlos Nakai,new-age,24.0,2
R. City,dancehall,32.0,3
R. City,j-dance,32.0,3
R. City,reggae,70.0,7
R. D. Burman,classical,31.0,3
R. D. Burman,folk,39.0,3
R. D. Burman,pop,69.0,6
R. D. Burman,pop-film,58.857142857142854,5
R. Kelly,hardcore,32.0,3
R. Zee,malay,29.0,2
R.B James,guitar,46.0,4
R.E.M.,alt-rock,31.8,3
R.E.M.,alternative,31.8,3
R.E.M.,indie,21.0,2
R.E.M.,indie-pop,21.0,2
R.E.M.,rock,0.3333333333333333,0
R.I.O.,german,58.0,5
R.J. Wielstra,happy,30.0,3
R.J. Wielstra,hardcore,30.0,3
R.J. Wielstra,hardstyle,30.0,3
R.K.M & Ken-Y,latin,0.0,0
R.K.M & Ken-Y,latino,0.0,0
R.K.M & Ken-Y,reggae,0.0,0
R.K.M & Ken-Y,reggaeton,0.0,0
R.K.M & Ken-Y,salsa,36.0,3
R.M.F.C.,garage,26.666666666666668,2
R.Sigma,hardcore,33.0,3
R.Williams,goth,25.0,2
R2Bees,dancehall,19.0,1
R3HAB,dance,0.0,0
R3HAB,dancehall,66.0,6
R3HAB,dub,53.0,5
R3HAB,dubstep,53.0,5
R3HAB,edm,38.77777777777778,3
R3HAB,electro,26.833333333333332,2
R3HAB,electronic,58.0,5
R3HAB,house,44.09090909090909,4
R3HAB,party,58.0,5
R3HAB,pop,0.0,0
R3HAB,progressive-house,40.025,4
R3HAB,swedish,59.0,5
R3HAB,trance,40.333333333333336,4
R3HAB,world-music,47.0,4
R3SPAWN,techno,29.0,2
R5,dub,56.0,5
R5,dubstep,56.0,5
R5,progressive-house,56.0,5
R5,trance,56.0,5
RAC,alt-rock,67.0,6
RAC,alternative,67.0,6
RAC,electro,73.0,7
RAC,indie-pop,67.0,6
RAC,soul,67.0,6
RADWIMPS,emo,51.541666666666664,5
RADWIMPS,j-pop,52.47826086956522,5
RADWIMPS,j-rock,50.793103448275865,5
RADWIMPS,k-pop,65.0,6
RADWIMPS,rock,67.0,6
RAF Camora,german,43.0,4
RAINBOW.,french,59.0,5
RAM,trance,21.5,2
RANDALL,edm,46.0,4
RANDALL,electro,51.75,5
RANDALL,electronic,36.42857142857143,3
RANDALL,house,46.0,4
RANDALL,indian,46.0,4
RANDALL,progressive-house,46.0,4
RANI,deep-house,47.0,4
RANI,edm,66.5,6
RANI,electro,65.0,6
RANI,electronic,69.0,6
RANI,house,66.5,6
RAYE,dancehall,1.0,0
RAYE,edm,28.2,2
RAYE,electro,0.5,0
RAYE,house,28.2,2
RAY,j-dance,20.0,2
RBBTS,dubstep,40.0,4
RBBTS,progressive-house,47.0,4
RBD,latin,0.0,0
RCA Victor Orchestra,opera,23.666666666666668,2
RCA,salsa,32.0,3
RDB,funk,39.0,3
RDN,pagode,43.0,4
RDN,samba,39.58064516129032,3
RDX,breakbeat,13.0,1
RD,breakbeat,39.0,3
RE:UNION,emo,36.0,3
REAPER,dub,47.0,4
REAPER,dubstep,47.0,4
REAPER,edm,0.0,0
RED DIAMOND DOGS,j-dance,19.0,1
REI AMI,indie,70.0,7
REI AMI,indie-pop,70.0,7
RELEJI,techno,0.0,0
RELEJI,trance,0.0,0
RENT STRIKE,acoustic,28.666666666666668,2
RENÉE,progressive-house,54.0,5
RENÉE,trance,54.0,5
REO Speedwagon,hard-rock,71.0,7
REVIVE,hardstyle,24.0,2
REZ,iranian,16.0,1
RFB,electronic,34.0,3
RHODES,deep-house,51.0,5
RHODES,progressive-house,58.0,5
RIAS Kammerchor,opera,23.0,2
RIAS Symphony Orchestra Berlin,classical,14.5,1
RICEWINE,garage,50.6,5
RIDSA,french,70.0,7
RIELL,deep-house,53.0,5
RIELL,groove,53.0,5
RIELL,house,61.0,6
RILEY,show-tunes,32.0,3
RIMA,classical,1.0,0
RIMA,german,1.0,0
RINI,chill,60.857142857142854,6
RINI,soul,65.5,6
RIOPY,classical,0.0,0
RIOT,dub,50.5,5
RIOT,dubstep,50.5,5
RJLA,minimal-techno,37.0,3
RK,french,33.75,3
RL Grime,electronic,56.75,5
RLLBTS,jazz,57.0,5
RMK & Toppen,swedish,35.0,3
RMaster,piano,28.5,2
RM,electro,66.0,6
RM,emo,54.0,5
RM,k-pop,62.0,6
RNSOM,electronic,53.0,5
RNZ,emo,40.0,4
ROBI,latin,0.5454545454545454,0
ROBI,latino,7.333333333333333,0
ROBI,reggae,0.6,0
ROBI,reggaeton,8.0,0
ROBPM,minimal-techno,44.0,4
ROBPM,techno,44.0,4
ROLEON,french,50.0,5
ROMÉO,deep-house,58.0,5
ROMÉO,groove,50.5,5
RORO,indian,43.0,4
ROSALÍA,club,57.0,5
ROSALÍA,house,68.0,6
ROSALÍA,latino,80.33333333333333,8
ROSALÍA,reggae,80.33333333333333,8
ROSALÍA,reggaeton,80.33333333333333,8
ROSÉ,k-pop,69.33333333333333,6
ROTTENGRAFFTY,j-idol,25.8,2
ROT,grindcore,11.0,1
ROY KNOX,chill,53.0,5
ROY KNOX,dub,53.0,5
ROY KNOX,dubstep,53.0,5
ROZES,chill,57.0,5
ROZES,dubstep,38.0,3
ROZES,edm,74.0,7
ROZES,electro,74.0,7
ROZES,electronic,62.0,6
ROZES,house,74.0,7
ROZES,indie-pop,0.0,0
RPM,brazil,45.0,4
RPM,r-n-b,43.0,4
RROBIN,afrobeat,20.0,2
RSCL,deep-house,58.0,5
RSCL,groove,58.0,5
RTE Chamber Choir,opera,50.0,5
RTÉ National Symphony Orchestra,opera,50.0,5
RTÉ Philharmonic Choir,opera,50.0,5
RUANN,j-dance,39.0,3
RUFUZ,german,37.0,3
RUMORS,trance,41.0,4
RUNAGROUND,progressive-house,45.0,4
RUNN,dub,48.2,4
RUNN,dubstep,43.36363636363637,4
RUSSELL!,chill,61.0,6
RVIVR,hardcore,32.0,3
RVMZES,emo,52.0,5
RWND,hardstyle,23.5,2
RY X,folk,34.0,3
RYLO,german,42.0,4
RYUTist,j-idol,18.0,1
RYVM,progressive-house,8.833333333333334,0
RYYZN,dub,35.0,3
RYYZN,dubstep,35.0,3
RZA,breakbeat,39.5,3
RZA,hard-rock,45.0,4
RZA,hardcore,61.0,6
RZA,techno,39.5,3
RZO,alt-rock,47.0,4
RZO,brazil,47.0,4
RZO,hard-rock,47.0,4
RZO,r-n-b,43.0,4
RZRKT,dub,44.0,4
RZRKT,dubstep,44.0,4
Ra'is,german,41.0,4
Raaban,edm,42.666666666666664,4
Raaban,electro,0.0,0
Raaban,house,29.5,2
Raaban,pop,69.0,6
Raaban,r-n-b,29.5,2
Raaban,turkish,48.0,4
Raaj Aashoo,k-pop,45.5,4
Rabbi Shergil,pop-film,59.0,5
Rabbit In The Moon,breakbeat,13.0,1
Rabbit Junk,industrial,20.0,2
Rabbit Mac,malay,32.5,3
Rabit,club,38.0,3
Rachael Yamagata,acoustic,44.5,4
Rachel Bay Jones,show-tunes,58.5,5
Rachel Coloff,show-tunes,27.0,2
Rachel De Benedet,show-tunes,26.0,2
Rachel Feinstein,comedy,23.571428571428573,2
Rachel Grae,acoustic,51.0,5
Rachel Halbach,world-music,52.0,5
Rachel House,show-tunes,47.333333333333336,4
Rachel Liang,mandopop,27.0,2
Rachel Lorin,dub,43.0,4
Rachel Lorin,dubstep,43.0,4
Rachel Masters,british,0.0,0
Rachel Mcalpine,club,46.5,4
Rachel Novaes,brazil,45.0,4
Rachel Novaes,gospel,39.833333333333336,3
Rachel Novaes,groove,26.0,2
Rachel Platten,rock,77.0,7
Rachel Portman,british,52.0,5
Rachel Reis,mpb,42.27272727272727,4
Racionais MC's,brazil,47.30769230769231,4
Racionais MC's,samba,38.0,3
Radha Jayalakshmi,classical,32.5,3
Radha Viswanathan,classical,35.0,3
Radha,children,57.0,5
Radhika Madan,indian,52.0,5
Radhika Madan,singer-songwriter,52.0,5
Radhika Madan,songwriter,52.0,5
Radiate Worship,happy,23.0,2
Radical Face,folk,67.0,6
Radical Face,indie,71.0,7
Radical Redemption,hardstyle,24.1,2
Radical,emo,33.0,3
Radical,metal,40.0,4
Radio Catoche,ska,32.0,3
Radio Citizen,trip-hop,38.8,3
Radio Slave,minimal-techno,40.0,4
Radio-Symphonie-Orchester Berlin,classical,9.0,0
Radio3000,malay,46.0,4
Radioactivity,power-pop,22.666666666666668,2
Radiohead,alt-rock,73.54545454545455,7
Radiohead,alternative,78.0,7
Radiohead,indie,83.5,8
Radiohead,rock,83.5,8
Radiola Santa Rosa,dub,34.0,3
Radiorama,disco,27.0,2
Radom Chamber Orchestra,ambient,31.0,3
Radoslaw Szulc,classical,0.0,0
Radoslaw Szulc,german,0.0,0
Radu Lupu,classical,0.0,0
Rae & Christian,trip-hop,41.666666666666664,4
Rae Ann,breakbeat,14.0,1
Rae Morris,progressive-house,58.0,5
RaeLynn,country,0.0,0
RaeLynn,world-music,43.0,4
Raekwon,hardcore,66.4,6
Rael,afrobeat,41.0,4
Rael,brazil,45.5,4
Rael,funk,41.0,4
Rael,pagode,46.0,4
Rael,reggae,51.0,5
Raf MC,breakbeat,11.0,1
Rafa Figueroa,study,39.5,3
Rafa Pinta,mpb,42.0,4
Rafa Val (Viva Suecia),spanish,55.0,5
"Rafael ""Pollo"" Brito",salsa,31.0,3
Rafael Cerato,minimal-techno,35.0,3
Rafael Cerato,techno,37.25,3
Rafael Foxx,funk,22.0,2
Rafael Frare,sertanejo,50.0,5
Rafael Leafar,detroit-techno,8.0,0
Rafael Lechowski,spanish,29.333333333333332,2
Rafael Vázquez,rock-n-roll,30.0,3
